SYMBOL	DATE	TIME	PRICE
PWAV	20000424	10:30:04	159.25
QLGC	20000424	10:30:04	68.25
QSYS	20000424	10:30:04	2
S	20000424	10:30:04	39.375
SBUX	20000424	10:30:04	37.5625
SCRA	20000424	10:30:04	21.9375
SCTC	20000424	10:30:04	22
SFA	20000424	10:30:04	56.5625
SGI	20000424	10:30:04	7
SGNT	20000424	10:30:04	7.375
SIII	20000424	10:30:04	13.3125
SUNW	20000424	10:30:04	83.125
SUNW	20000424	10:30:04	83.125
SYBS	20000424	10:30:04	18.375
TERN	20000424	10:30:04	76.4375
TEVA	20000424	10:30:04	41.625
TOM	20000424	10:30:04	7.5
TQNT	20000424	10:30:04	73.875
TSIX	20000424	10:30:04	17.6875
UL	20000424	10:30:04	26.3125
VERT	20000424	10:30:04	41.6875
VIGN	20000424	10:30:04	40.6875
VRSN	20000424	10:30:04	101.75
VRTS	20000424	10:30:04	92.8125
VSTR	20000424	10:30:04	86.3125
WCOM	20000424	10:30:04	40.125
WCOM	20000424	10:30:04	40.1875
WEBS	20000424	10:30:04	4.375
WFC	20000424	10:30:04	42.6875
WM	20000424	10:30:04	27.125
XOM	20000424	10:30:04	79.6875
YHOO	20000424	10:30:04	112.53125
ZRAN	20000424	10:30:04	41.125
AEOS	20000424	10:30:05	22.9375
AGIL	20000424	10:30:05	30.75
AKAM	20000424	10:30:05	75
ALGX	20000424	10:30:05	62
AMAT	20000424	10:30:05	87.9375
AMAT	20000424	10:30:05	88
AMGN	20000424	10:30:05	52.375
ANCR	20000424	10:30:05	20.5
ANCR	20000424	10:30:05	20.5
ANCR	20000424	10:30:05	20.5
AOL	20000424	10:30:05	57.125
ATHM	20000424	10:30:05	17.0625
AVNX	20000424	10:30:05	69.9375
AVNX	20000424	10:30:05	70
BEAS	20000424	10:30:05	69.125
BGEN	20000424	10:30:05	51
BJS	20000424	10:30:05	65.625
BMY	20000424	10:30:05	49.875
BRCM	20000424	10:30:05	142.25
BRCM	20000424	10:30:05	142.3125
BS	20000424	10:30:05	5.25
BTH	20000424	10:30:05	30.5
CIEN	20000424	10:30:05	90.8125
CMRC	20000424	10:30:05	47.25
CNET	20000424	10:30:05	32.5
CNET	20000424	10:30:05	32.5
CNET	20000424	10:30:05	32.5625
CNET	20000424	10:30:05	32.5
CNET	20000424	10:30:05	32.5
CNET	20000424	10:30:05	32.5
COST	20000424	10:30:05	56.125
CSCO	20000424	10:30:05	61.0625
CSCO	20000424	10:30:05	61.0625
CSCO	20000424	10:30:05	61.125
CSCO	20000424	10:30:05	61.0625
CSCO	20000424	10:30:05	61.125
CTXS	20000424	10:30:05	47.4375
CVS	20000424	10:30:05	43.875
DAVX	20000424	10:30:05	21.75
DCN	20000424	10:30:05	29
DELL	20000424	10:30:05	47
DIS	20000424	10:30:05	40.75
DLJPRT	20000424	10:30:05	23.3125
DLP	20000424	10:30:05	20
DTE	20000424	10:30:05	31.25
DWTI	20000424	10:30:05	4
ECL	20000424	10:30:05	37.4375
ESPS	20000424	10:30:05	4.375
FBF	20000424	10:30:05	35.875
FLC	20000424	10:30:05	19.625
FTU	20000424	10:30:05	34.25
FUSN	20000424	10:30:05	2.5
G	20000424	10:30:05	39.125
GBLX	20000424	10:30:05	25.125
GBLX	20000424	10:30:05	25.125
GE	20000424	10:30:05	157.5
GIGA	20000424	10:30:05	8.625
GR	20000424	10:30:05	30.625
GSB	20000424	10:30:05	15.1875
HD	20000424	10:30:05	60
HELX	20000424	10:30:05	46.5
HGSI	20000424	10:30:05	60.5
HLIT	20000424	10:30:05	66.390625
HLIT	20000424	10:30:05	66.375
HOTJ	20000424	10:30:05	11.625
IDPH	20000424	10:30:05	57
IMNX	20000424	10:30:05	32.9375
INFS	20000424	10:30:05	27.75
INKT	20000424	10:30:05	117.75
INSP	20000424	10:30:05	50.125
INTC	20000424	10:30:05	110.75
INTC	20000424	10:30:05	110.75
ITWO	20000424	10:30:05	96.0625
JBOH	20000424	10:30:05	4.875
JDSU	20000424	10:30:05	80
JDSU	20000424	10:30:05	79.75
LGTOE	20000424	10:30:05	9.875
LOCK	20000424	10:30:05	2.0625
LOCK	20000424	10:30:05	2.0625
LRCX	20000424	10:30:05	40.75
LVCI	20000424	10:30:05	4.03125
